Order Date,Customer Number,Package Tracking ID,Order Line,SKU,Unit,Sale Amount
1/18/2019,C_181-05,P_YCT-3394,2,SKU-0780-232,2,16
1/18/2019,C_181-05,P_YCT-3394,3,SKU-0831-934,2,40
1/18/2019,C_181-05,P_YCT-3394,4,SKU-0945-602,4,20
1/19/2019,C_191-01,P_JEF-4024,1,SKU-0973-366,5,90
1/19/2019,C_191-01,P_JEF-4024,2,SKU-0909-407,4,52
1/19/2019,C_191-01,P_JEF-4024,3,SKU-0903-829,3,45
1/19/2019,C_191-01,P_JEF-4024,4,SKU-0705-923,3,60
1/19/2019,C_191-01,P_JEF-4024,5,SKU-0452-738,5,45
1/19/2019,C_191-02,P_INJ-7635,1,SKU-0908-430,5,25
1/19/2019,C_191-02,P_INJ-7635,2,SKU-0140-676,4,28
1/19/2019,C_191-02,P_INJ-7635,3,SKU-1000-852,5,40
1/19/2019,C_191-02,P_INJ-7635,4,SKU-0497-371,5,35
1/19/2019,C_191-02,P_INJ-7635,5,SKU-0287-267,1,6
1/19/2019,C_191-02,P_INJ-7635,6,SKU-0509-525,2,38
1/19/2019,C_191-02,P_INJ-7635,7,SKU-0412-820,4,32
1/19/2019,C_191-03,P_PNG-7147,1,SKU-0702-948,5,85
1/19/2019,C_191-04,P_LTA-5301,1,SKU-0136-275,5,25
1/19/2019,C_191-04,P_LTA-5301,2,SKU-0966-237,6,48
1/19/2019,C_191-04,P_LTA-5301,3,SKU-0466-856,2,30
1/19/2019,C_191-05,P_IJB-3458,1,SKU-0373-800,1,8
1/19/2019,C_191-05,P_IJB-3458,2,SKU-0407-299,4,32
1/19/2019,C_191-05,P_IJB-3458,3,SKU-0253-967,3,33
1/19/2019,C_191-05,P_IJB-3458,4,SKU-0387-770,3,54
1/19/2019,C_191-05,P_IJB-3458,5,SKU-0622-658,2,22
1/20/2019,C_201-01,P_ENI-4575,1,SKU-0229-568,3,24
1/20/2019,C_201-01,P_ENI-4575,2,SKU-0808-177,4,20
1/20/2019,C_201-01,P_ENI-4575,3,SKU-0440-603,5,70
1/20/2019,C_201-01,P_ENI-4575,4,SKU-0649-275,3,27
1/20/2019,C_201-01,P_ENI-4575,5,SKU-0698-687,1,18
1/20/2019,C_201-02,P_HKH-6948,1,SKU-0673-938,3,21
1/20/2019,C_201-02,P_HKH-6948,2,SKU-0902-286,1,20
1/20/2019,C_201-03,P_RYA-3470,1,SKU-0596-932,6,36
1/20/2019,C_201-03,P_RYA-3470,2,SKU-0878-369,3,60
1/20/2019,C_201-03,P_RYA-3470,3,SKU-0552-353,4,28
1/20/2019,C_201-03,P_RYA-3470,4,SKU-0758-666,1,6
1/20/2019,C_201-04,P_QZO-2300,1,SKU-0555-348,5,95
1/20/2019,C_201-04,P_QZO-2300,2,SKU-0487-917,3,51
1/20/2019,C_201-04,P_QZO-2300,3,SKU-0382-353,1,19
1/20/2019,C_201-04,P_QZO-2300,4,SKU-0331-468,5,50
1/20/2019,C_201-04,P_QZO-2300,5,SKU-0891-240,3,45
1/20/2019,C_201-04,P_QZO-2300,6,SKU-0724-733,1,11
1/20/2019,C_201-05,P_IBK-5005,1,SKU-0408-594,5,35
1/20/2019,C_201-05,P_IBK-5005,2,SKU-0226-646,3,18
1/20/2019,C_201-05,P_IBK-5005,3,SKU-0473-616,5,65
1/20/2019,C_201-05,P_IBK-5005,4,SKU-0422-842,3,15
1/21/2019,C_211-01,P_CFJ-5751,1,SKU-0718-221,4,28
1/21/2019,C_211-01,P_CFJ-5751,2,SKU-0146-588,1,13
1/21/2019,C_211-01,P_CFJ-5751,3,SKU-0959-653,5,25
1/21/2019,C_211-01,P_CFJ-5751,4,SKU-0390-599,1,7
1/21/2019,C_211-01,P_CFJ-5751,5,SKU-0450-313,3,27
1/21/2019,C_211-01,P_CFJ-5751,6,SKU-0565-649,1,10
1/21/2019,C_211-01,P_CFJ-5751,7,SKU-0128-655,1,18
1/21/2019,C_211-02,P_YHC-5912,1,SKU-0574-830,2,10
1/21/2019,C_211-02,P_YHC-5912,2,SKU-0676-384,2,16
1/21/2019,C_211-02,P_YHC-5912,3,SKU-0512-114,4,36
1/21/2019,C_211-03,P_FOC-2109,1,SKU-0293-729,2,10
1/21/2019,C_211-03,P_FOC-2109,2,SKU-0187-464,1,7
1/21/2019,C_211-03,P_FOC-2109,3,SKU-0997-664,6,72
1/21/2019,C_211-03,P_FOC-2109,4,SKU-0553-566,6,48
1/21/2019,C_211-03,P_FOC-2109,5,SKU-0626-436,5,35
1/21/2019,C_211-03,P_FOC-2109,6,SKU-0499-957,4,28
1/21/2019,C_211-04,P_QHM-7832,1,SKU-0101-625,1,8
1/21/2019,C_211-04,P_QHM-7832,2,SKU-0696-774,3,27
1/21/2019,C_211-04,P_QHM-7832,3,SKU-0841-262,6,72
1/21/2019,C_211-04,P_QHM-7832,4,SKU-0252-436,1,15
1/21/2019,C_211-04,P_QHM-7832,5,SKU-0912-550,2,10
1/22/2019,C_221-01,P_AJO-4688,1,SKU-0864-648,4,68
1/22/2019,C_221-01,P_AJO-4688,2,SKU-0683-914,1,6
1/22/2019,C_221-01,P_AJO-4688,3,SKU-0881-685,3,42
1/22/2019,C_221-02,P_UPS-8598,1,SKU-0220-921,3,33
1/22/2019,C_221-03,P_RVE-2791,1,SKU-0949-378,4,32
1/22/2019,C_221-03,P_RVE-2791,2,SKU-0714-736,3,33
1/22/2019,C_221-03,P_RVE-2791,3,SKU-0269-629,1,18
1/22/2019,C_221-03,P_RVE-2791,4,SKU-0691-185,5,40
1/22/2019,C_221-03,P_RVE-2791,5,SKU-0207-435,3,60
1/22/2019,C_221-03,P_RVE-2791,6,SKU-0335-575,5,60
1/22/2019,C_221-04,P_REZ-8772,1,SKU-0782-521,3,33
1/22/2019,C_221-04,P_REZ-8772,2,SKU-0826-209,2,30
1/22/2019,C_221-04,P_REZ-8772,3,SKU-0701-212,3,21
1/22/2019,C_221-05,P_BYX-6359,1,SKU-0382-443,4,76
1/22/2019,C_221-05,P_BYX-6359,2,SKU-0127-290,6,60
1/22/2019,C_221-05,P_BYX-6359,3,SKU-0519-146,4,28
1/22/2019,C_221-05,P_BYX-6359,4,SKU-0939-362,5,30
1/22/2019,C_221-05,P_BYX-6359,5,SKU-0192-217,5,30
1/22/2019,C_221-05,P_BYX-6359,6,SKU-0281-805,3,45
1/22/2019,C_221-05,P_BYX-6359,7,SKU-0707-817,2,18
1/22/2019,C_221-05,P_BYX-6359,8,SKU-0310-140,2,32
1/23/2019,C_231-01,P_KWH-9644,1,SKU-0480-314,5,100
1/23/2019,C_231-02,P_DNM-7861,1,SKU-0377-871,6,102
1/23/2019,C_231-02,P_DNM-7861,2,SKU-0946-209,5,50
1/23/2019,C_231-02,P_DNM-7861,3,SKU-0662-747,3,24
1/23/2019,C_231-02,P_DNM-7861,4,SKU-0514-505,1,6
1/23/2019,C_231-03,P_PJT-5820,1,SKU-0358-912,1,17
1/23/2019,C_231-03,P_PJT-5820,2,SKU-0318-927,3,60
1/23/2019,C_231-03,P_PJT-5820,3,SKU-0299-393,5,60
1/23/2019,C_231-04,P_TGI-2418,1,SKU-0564-428,2,14
1/23/2019,C_231-04,P_TGI-2418,2,SKU-0763-900,4,48
1/23/2019,C_231-04,P_TGI-2418,3,SKU-0326-243,6,66
1/23/2019,C_231-04,P_TGI-2418,4,SKU-0430-498,4,28
1/23/2019,C_231-04,P_TGI-2418,5,SKU-0235-443,1,8
1/23/2019,C_231-04,P_TGI-2418,6,SKU-0687-433,4,56
1/23/2019,C_231-04,P_TGI-2418,7,SKU-0302-671,3,33
1/23/2019,C_231-05,P_HAL-7443,1,SKU-0312-299,3,36
1/23/2019,C_231-05,P_HAL-7443,2,SKU-0228-840,1,12
1/23/2019,C_231-05,P_HAL-7443,3,SKU-0927-225,2,14
1/23/2019,C_231-05,P_HAL-7443,4,SKU-0389-931,1,16
1/23/2019,C_231-05,P_HAL-7443,5,SKU-0813-739,1,14
1/23/2019,C_231-05,P_HAL-7443,6,SKU-0595-545,2,18
1/24/2019,C_241-01,P_AVM-9830,1,SKU-0514-828,4,24
1/24/2019,C_241-01,P_AVM-9830,2,SKU-0170-553,5,85
1/24/2019,C_241-01,P_AVM-9830,3,SKU-0334-604,6,66
1/24/2019,C_241-01,P_AVM-9830,4,SKU-0652-428,6,108
1/24/2019,C_241-02,P_LGL-6530,1,SKU-0351-229,2,40
1/24/2019,C_241-02,P_LGL-6530,2,SKU-0758-777,4,20
1/24/2019,C_241-02,P_LGL-6530,3,SKU-0412-699,5,70
1/24/2019,C_241-03,P_KIE-3922,1,SKU-0411-474,4,36
1/24/2019,C_241-03,P_KIE-3922,2,SKU-0582-513,1,14
1/24/2019,C_241-03,P_KIE-3922,3,SKU-0760-788,3,15
1/24/2019,C_241-03,P_KIE-3922,4,SKU-0960-164,3,51
1/24/2019,C_241-03,P_KIE-3922,5,SKU-0253-369,5,70
1/24/2019,C_241-04,P_JOM-8966,1,SKU-0195-848,2,26
1/24/2019,C_241-04,P_JOM-8966,2,SKU-0896-856,6,72
1/24/2019,C_241-04,P_JOM-8966,3,SKU-0288-661,5,100
1/24/2019,C_241-05,P_XDM-6864,1,SKU-0396-660,6,90
1/24/2019,C_241-05,P_XDM-6864,2,SKU-0294-714,2,14
1/24/2019,C_241-05,P_XDM-6864,3,SKU-0504-496,1,5
1/24/2019,C_241-05,P_XDM-6864,4,SKU-0528-155,2,38
1/24/2019,C_241-05,P_XDM-6864,5,SKU-0895-436,5,100
1/24/2019,C_241-05,P_XDM-6864,6,SKU-0772-129,6,108
1/25/2019,C_251-01,P_XKN-4084,1,SKU-0806-989,3,27
1/25/2019,C_251-02,P_CXB-4535,1,SKU-0533-718,4,56
1/25/2019,C_251-02,P_CXB-4535,2,SKU-0948-519,2,26
1/25/2019,C_251-02,P_CXB-4535,3,SKU-0757-718,1,19
1/25/2019,C_251-02,P_CXB-4535,4,SKU-0163-117,6,48
1/25/2019,C_251-02,P_CXB-4535,5,SKU-0420-429,6,90
1/25/2019,C_251-02,P_CXB-4535,6,SKU-0406-577,4,48
1/25/2019,C_251-02,P_CXB-4535,7,SKU-0694-582,3,45
1/25/2019,C_251-02,P_CXB-4535,8,SKU-0758-653,4,28
1/25/2019,C_251-03,P_VYH-9242,1,SKU-0208-353,5,55
1/25/2019,C_251-03,P_VYH-9242,2,SKU-0266-858,4,20
1/25/2019,C_251-03,P_VYH-9242,3,SKU-0857-804,2,16
1/25/2019,C_251-03,P_VYH-9242,4,SKU-0902-698,5,70
1/25/2019,C_251-03,P_VYH-9242,5,SKU-0351-330,1,11
1/25/2019,C_251-04,P_MGO-1721,1,SKU-0217-299,2,26
1/25/2019,C_251-04,P_MGO-1721,2,SKU-0908-640,1,5
1/25/2019,C_251-04,P_MGO-1721,3,SKU-0873-266,2,38
1/25/2019,C_251-04,P_MGO-1721,4,SKU-0200-391,3,48
1/25/2019,C_251-05,P_XTU-8433,1,SKU-0429-177,6,78
1/25/2019,C_251-05,P_XTU-8433,2,SKU-0712-445,5,55
1/25/2019,C_251-05,P_XTU-8433,3,SKU-0990-247,6,48
1/26/2019,C_261-01,P_AUW-7458,1,SKU-0512-171,3,33
1/26/2019,C_261-01,P_AUW-7458,2,SKU-0200-331,3,42
1/26/2019,C_261-02,P_EIV-7062,1,SKU-0290-207,6,54
1/26/2019,C_261-02,P_EIV-7062,2,SKU-0653-658,6,90
1/26/2019,C_261-02,P_EIV-7062,3,SKU-0755-921,3,24
1/26/2019,C_261-02,P_EIV-7062,4,SKU-0527-172,5,45
1/26/2019,C_261-02,P_EIV-7062,5,SKU-0400-953,1,13
1/26/2019,C_261-02,P_EIV-7062,6,SKU-0766-438,6,114
1/26/2019,C_261-02,P_EIV-7062,7,SKU-0223-879,3,48
1/26/2019,C_261-03,P_LCY-8169,1,SKU-0971-962,5,60
1/26/2019,C_261-03,P_LCY-8169,2,SKU-0669-363,3,42
1/26/2019,C_261-03,P_LCY-8169,3,SKU-0849-920,3,30
1/26/2019,C_261-04,P_WDF-7679,1,SKU-0185-829,2,10
1/26/2019,C_261-04,P_WDF-7679,2,SKU-0309-108,4,40
1/26/2019,C_261-04,P_WDF-7679,3,SKU-0873-923,5,40
1/26/2019,C_261-05,P_IUA-6266,1,SKU-0381-471,5,75
1/26/2019,C_261-05,P_IUA-6266,2,SKU-0433-529,2,28
1/26/2019,C_261-05,P_IUA-6266,3,SKU-0617-855,6,42
1/26/2019,C_261-05,P_IUA-6266,4,SKU-0946-504,1,8
1/26/2019,C_261-05,P_IUA-6266,5,SKU-0732-277,6,60
1/26/2019,C_261-05,P_IUA-6266,6,SKU-0430-809,6,84
1/27/2019,C_271-01,P_RLY-5111,1,SKU-0924-739,2,32
1/27/2019,C_271-01,P_RLY-5111,2,SKU-0846-511,2,12
1/27/2019,C_271-01,P_RLY-5111,3,SKU-0189-506,1,10
1/27/2019,C_271-02,P_UCL-3699,1,SKU-0451-678,1,6
1/27/2019,C_271-02,P_UCL-3699,2,SKU-0396-754,6,78
1/27/2019,C_271-02,P_UCL-3699,3,SKU-0229-468,5,55
1/27/2019,C_271-02,P_UCL-3699,4,SKU-0685-462,5,60
1/27/2019,C_271-02,P_UCL-3699,5,SKU-0209-172,2,20
1/27/2019,C_271-02,P_UCL-3699,6,SKU-0184-595,5,85
1/27/2019,C_271-02,P_UCL-3699,7,SKU-0786-994,5,80
1/27/2019,C_271-03,P_KYZ-3951,1,SKU-0669-246,1,20
1/27/2019,C_271-03,P_KYZ-3951,2,SKU-0764-535,1,20
1/27/2019,C_271-03,P_KYZ-3951,3,SKU-0800-828,3,27
1/27/2019,C_271-03,P_KYZ-3951,4,SKU-0315-136,4,80
1/27/2019,C_271-03,P_KYZ-3951,5,SKU-0633-432,1,10
1/27/2019,C_271-03,P_KYZ-3951,6,SKU-0576-429,3,15
1/27/2019,C_271-04,P_LQU-9671,1,SKU-0913-246,2,34
1/27/2019,C_271-05,P_STG-8889,1,SKU-0698-209,1,18
1/27/2019,C_271-05,P_STG-8889,2,SKU-0222-804,6,114
1/27/2019,C_271-05,P_STG-8889,3,SKU-0480-899,5,60
1/27/2019,C_271-05,P_STG-8889,4,SKU-0694-278,3,45
1/28/2019,C_281-01,P_QNB-4830,1,SKU-0520-883,5,65
1/28/2019,C_281-01,P_QNB-4830,2,SKU-0238-423,5,55
1/28/2019,C_281-01,P_QNB-4830,3,SKU-0429-821,6,90
1/28/2019,C_281-02,P_NOA-4160,1,SKU-0523-605,3,57
1/28/2019,C_281-02,P_NOA-4160,2,SKU-0930-322,6,30
1/28/2019,C_281-03,P_KJC-3765,1,SKU-0409-683,3,51
1/28/2019,C_281-03,P_KJC-3765,2,SKU-0611-278,4,80
1/28/2019,C_281-03,P_KJC-3765,3,SKU-0500-139,3,18
1/28/2019,C_281-03,P_KJC-3765,4,SKU-0854-192,1,10
1/28/2019,C_281-03,P_KJC-3765,5,SKU-0249-456,3,15
1/28/2019,C_281-04,P_GZY-8240,1,SKU-0242-668,1,16
1/28/2019,C_281-04,P_GZY-8240,2,SKU-0423-244,2,22
1/28/2019,C_281-04,P_GZY-8240,3,SKU-0241-566,4,48
1/28/2019,C_281-04,P_GZY-8240,4,SKU-0895-187,1,7
1/28/2019,C_281-04,P_GZY-8240,5,SKU-0581-695,5,25
1/28/2019,C_281-04,P_GZY-8240,6,SKU-0932-691,4,64
1/28/2019,C_281-05,P_ITG-9458,1,SKU-0894-298,2,34
1/28/2019,C_281-05,P_ITG-9458,2,SKU-0180-605,5,70
1/28/2019,C_281-05,P_ITG-9458,3,SKU-0575-513,3,18
1/28/2019,C_281-05,P_ITG-9458,4,SKU-0582-944,2,34
1/28/2019,C_281-05,P_ITG-9458,5,SKU-0620-961,3,54
1/29/2019,C_291-01,P_IUA-6750,1,SKU-0777-516,4,76
1/29/2019,C_291-01,P_IUA-6750,2,SKU-0161-563,3,30
1/29/2019,C_291-01,P_IUA-6750,3,SKU-0849-990,2,40
1/29/2019,C_291-01,P_IUA-6750,4,SKU-0740-174,3,54
1/29/2019,C_291-02,P_NAR-9389,1,SKU-0575-336,4,40
1/29/2019,C_291-02,P_NAR-9389,2,SKU-0879-221,3,27
1/29/2019,C_291-03,P_TFW-8194,1,SKU-0405-643,3,36
1/29/2019,C_291-03,P_TFW-8194,2,SKU-0723-104,4,52
1/29/2019,C_291-03,P_TFW-8194,3,SKU-0211-459,4,32
1/29/2019,C_291-03,P_TFW-8194,4,SKU-0428-272,6,114
1/29/2019,C_291-03,P_TFW-8194,5,SKU-0714-812,6,102
1/29/2019,C_291-03,P_TFW-8194,6,SKU-0751-520,5,75
1/29/2019,C_291-04,P_YKR-6103,1,SKU-0625-999,6,102
1/29/2019,C_291-04,P_YKR-6103,2,SKU-0372-370,1,18
1/29/2019,C_291-04,P_YKR-6103,3,SKU-0457-260,3,57
1/29/2019,C_291-04,P_YKR-6103,4,SKU-0675-650,3,27
1/29/2019,C_291-04,P_YKR-6103,5,SKU-0290-247,2,40
1/29/2019,C_291-04,P_YKR-6103,6,SKU-0583-169,2,14
1/29/2019,C_291-04,P_YKR-6103,7,SKU-0228-553,1,5
1/29/2019,C_291-05,P_XOE-6631,1,SKU-0994-608,4,60
1/29/2019,C_291-05,P_XOE-6631,2,SKU-0690-803,5,40
1/30/2019,C_301-01,P_ZDK-9557,1,SKU-0760-590,5,60
1/30/2019,C_301-01,P_ZDK-9557,2,SKU-0484-729,1,12
1/30/2019,C_301-01,P_ZDK-9557,3,SKU-0875-401,2,10
1/30/2019,C_301-01,P_ZDK-9557,4,SKU-0893-310,6,72
1/30/2019,C_301-01,P_ZDK-9557,5,SKU-0660-582,4,44
1/30/2019,C_301-01,P_ZDK-9557,6,SKU-0895-565,1,18
1/30/2019,C_301-02,P_LTO-4293,1,SKU-0496-843,5,70
1/30/2019,C_301-02,P_LTO-4293,2,SKU-0677-303,1,5
1/30/2019,C_301-02,P_LTO-4293,3,SKU-0357-737,1,17
1/30/2019,C_301-02,P_LTO-4293,4,SKU-0924-752,3,48
1/30/2019,C_301-03,P_XOA-1588,1,SKU-0520-393,3,48
1/30/2019,C_301-03,P_XOA-1588,2,SKU-0306-439,5,100
1/30/2019,C_301-03,P_XOA-1588,3,SKU-0186-763,2,28
1/30/2019,C_301-04,P_GET-5120,1,SKU-0757-347,1,8
1/30/2019,C_301-04,P_GET-5120,2,SKU-0518-719,5,65
1/30/2019,C_301-04,P_GET-5120,3,SKU-0797-643,3,36
1/30/2019,C_301-04,P_GET-5120,4,SKU-0262-153,2,36
1/30/2019,C_301-05,P_NDN-3196,1,SKU-0930-625,3,18
1/30/2019,C_301-05,P_NDN-3196,2,SKU-0608-439,4,72
1/30/2019,C_301-05,P_NDN-3196,3,SKU-0176-576,5,80
1/30/2019,C_301-05,P_NDN-3196,4,SKU-0108-888,6,78
1/31/2019,C_311-01,P_PQK-7700,1,SKU-0163-139,2,16
1/31/2019,C_311-01,P_PQK-7700,2,SKU-0657-417,2,30
1/31/2019,C_311-01,P_PQK-7700,3,SKU-0163-644,6,96
1/31/2019,C_311-01,P_PQK-7700,4,SKU-0166-880,4,20
1/31/2019,C_311-01,P_PQK-7700,5,SKU-0228-774,2,26
1/31/2019,C_311-02,P_TKV-3069,1,SKU-0368-641,2,34
1/31/2019,C_311-02,P_TKV-3069,2,SKU-0975-387,6,102
1/31/2019,C_311-02,P_TKV-3069,3,SKU-0850-602,4,32
1/31/2019,C_311-02,P_TKV-3069,4,SKU-0900-599,4,68
1/31/2019,C_311-03,P_ZNA-3159,1,SKU-0561-466,5,35
1/31/2019,C_311-03,P_ZNA-3159,2,SKU-0374-560,5,45
1/31/2019,C_311-03,P_ZNA-3159,3,SKU-0461-252,5,80
1/31/2019,C_311-03,P_ZNA-3159,4,SKU-0668-192,3,60
1/31/2019,C_311-03,P_ZNA-3159,5,SKU-0841-776,1,18
1/31/2019,C_311-04,P_MRO-1934,1,SKU-0233-504,1,13
1/31/2019,C_311-04,P_MRO-1934,2,SKU-0707-344,5,70
1/31/2019,C_311-04,P_MRO-1934,3,SKU-0998-116,6,54
1/31/2019,C_311-04,P_MRO-1934,4,SKU-0695-197,1,13
1/31/2019,C_311-05,P_NZQ-9653,1,SKU-0222-436,6,90
1/31/2019,C_311-05,P_NZQ-9653,2,SKU-0593-962,6,48
1/31/2019,C_311-05,P_NZQ-9653,3,SKU-0895-489,1,17
2/1/2019,C_12-01,P_ENW-7733,1,SKU-0817-527,1,8
2/1/2019,C_12-01,P_ENW-7733,2,SKU-0505-252,1,10
2/1/2019,C_12-01,P_ENW-7733,3,SKU-0763-998,6,54
2/1/2019,C_12-01,P_ENW-7733,4,SKU-0414-845,1,10
2/1/2019,C_12-02,P_THI-3540,1,SKU-0317-412,6,96
2/1/2019,C_12-02,P_THI-3540,2,SKU-0937-474,2,18
2/1/2019,C_12-03,P_ECZ-2598,1,SKU-0983-335,6,108
2/1/2019,C_12-03,P_ECZ-2598,2,SKU-0318-956,5,30
2/1/2019,C_12-03,P_ECZ-2598,3,SKU-0809-510,4,72
2/1/2019,C_12-03,P_ECZ-2598,4,SKU-0588-692,1,10
2/1/2019,C_12-04,P_EUA-9537,1,SKU-0357-762,2,10
2/1/2019,C_12-04,P_EUA-9537,2,SKU-0394-728,2,30
2/1/2019,C_12-04,P_EUA-9537,3,SKU-0252-309,3,54
2/1/2019,C_12-04,P_EUA-9537,4,SKU-0435-200,1,14
2/1/2019,C_12-05,P_QPJ-5311,1,SKU-0925-277,4,76
2/1/2019,C_12-05,P_QPJ-5311,2,SKU-0224-133,6,36
2/1/2019,C_12-05,P_QPJ-5311,3,SKU-0244-884,2,18
2/1/2019,C_12-05,P_QPJ-5311,4,SKU-0591-798,3,27
2/1/2019,C_12-05,P_QPJ-5311,5,SKU-0119-775,5,70
2/1/2019,C_12-05,P_QPJ-5311,6,SKU-0755-253,4,52
2/1/2019,C_12-05,P_QPJ-5311,7,SKU-0656-567,3,30
2/2/2019,C_22-01,P_DCS-9037,1,SKU-0126-401,5,55
2/2/2019,C_22-01,P_DCS-9037,2,SKU-0967-753,1,15
2/2/2019,C_22-01,P_DCS-9037,3,SKU-0522-510,6,30
2/2/2019,C_22-01,P_DCS-9037,4,SKU-0129-112,5,90
2/2/2019,C_22-01,P_DCS-9037,5,SKU-0172-792,4,28
2/2/2019,C_22-02,P_MBH-2409,1,SKU-0913-717,3,45
2/2/2019,C_22-02,P_MBH-2409,2,SKU-0581-423,1,17
2/2/2019,C_22-02,P_MBH-2409,3,SKU-0287-366,4,20
2/2/2019,C_22-03,P_KIG-7025,1,SKU-0301-281,5,85
2/2/2019,C_22-03,P_KIG-7025,2,SKU-0993-402,4,44
2/2/2019,C_22-03,P_KIG-7025,3,SKU-0332-696,2,16
2/2/2019,C_22-03,P_KIG-7025,4,SKU-0235-661,5,100
2/2/2019,C_22-03,P_KIG-7025,5,SKU-0643-716,1,12
2/2/2019,C_22-04,P_YYP-1370,1,SKU-0733-520,1,11
2/2/2019,C_22-04,P_YYP-1370,2,SKU-0542-736,5,55
2/2/2019,C_22-04,P_YYP-1370,3,SKU-0665-819,5,30
2/2/2019,C_22-05,P_AHK-1619,1,SKU-0761-914,6,72
2/2/2019,C_22-05,P_AHK-1619,2,SKU-0377-836,3,27
2/2/2019,C_22-05,P_AHK-1619,3,SKU-0229-326,5,80
2/2/2019,C_22-05,P_AHK-1619,4,SKU-0593-787,1,18
2/2/2019,C_22-05,P_AHK-1619,5,SKU-0538-905,3,51
2/3/2019,C_32-01,P_GWT-2246,1,SKU-0932-836,3,15
2/3/2019,C_32-01,P_GWT-2246,2,SKU-0885-266,4,72
2/3/2019,C_32-01,P_GWT-2246,3,SKU-0389-246,2,40
2/3/2019,C_32-01,P_GWT-2246,4,SKU-0933-166,2,12
2/3/2019,C_32-01,P_GWT-2246,5,SKU-0247-678,1,5
2/3/2019,C_32-01,P_GWT-2246,6,SKU-0716-818,3,15
2/3/2019,C_32-01,P_GWT-2246,7,SKU-0431-824,2,40
2/3/2019,C_32-02,P_WGV-9730,1,SKU-0385-127,3,30
2/3/2019,C_32-02,P_WGV-9730,2,SKU-0980-365,5,60
2/3/2019,C_32-02,P_WGV-9730,3,SKU-0237-882,5,60
2/3/2019,C_32-02,P_WGV-9730,4,SKU-0626-377,1,20
2/3/2019,C_32-02,P_WGV-9730,5,SKU-0151-306,3,15
2/3/2019,C_32-03,P_PJL-9127,1,SKU-0723-687,3,60
2/3/2019,C_32-03,P_PJL-9127,2,SKU-0545-622,2,30
2/3/2019,C_32-03,P_PJL-9127,3,SKU-0554-355,6,108
2/3/2019,C_32-04,P_DTK-2491,1,SKU-0881-127,3,36
2/3/2019,C_32-04,P_DTK-2491,2,SKU-0938-991,5,80
2/3/2019,C_32-04,P_DTK-2491,3,SKU-0339-808,3,30
2/3/2019,C_32-05,P_VFT-3452,1,SKU-0787-295,3,24
2/3/2019,C_32-05,P_VFT-3452,2,SKU-0202-794,1,17
2/3/2019,C_32-05,P_VFT-3452,3,SKU-0923-957,4,68
2/4/2019,C_42-01,P_QZM-8821,1,SKU-0285-581,2,22
2/4/2019,C_42-01,P_QZM-8821,2,SKU-0447-203,1,5
2/4/2019,C_42-01,P_QZM-8821,3,SKU-0350-913,2,36
2/4/2019,C_42-01,P_QZM-8821,4,SKU-0519-449,4,32
2/4/2019,C_42-01,P_QZM-8821,5,SKU-0678-166,2,36
2/4/2019,C_42-02,P_DCF-8014,1,SKU-0893-695,2,22
2/4/2019,C_42-02,P_DCF-8014,2,SKU-0435-143,5,75
2/4/2019,C_42-02,P_DCF-8014,3,SKU-0990-646,2,12
2/4/2019,C_42-02,P_DCF-8014,4,SKU-0703-929,6,54
2/4/2019,C_42-02,P_DCF-8014,5,SKU-0840-592,3,30
2/4/2019,C_42-03,P_OAW-5129,1,SKU-0143-331,1,13
2/4/2019,C_42-03,P_OAW-5129,2,SKU-0497-360,3,51
2/4/2019,C_42-03,P_OAW-5129,3,SKU-0599-706,6,84
2/4/2019,C_42-04,P_GTO-3272,1,SKU-0780-670,1,19
2/4/2019,C_42-04,P_GTO-3272,2,SKU-0967-886,2,30
2/4/2019,C_42-04,P_GTO-3272,3,SKU-0670-157,1,14
2/4/2019,C_42-04,P_GTO-3272,4,SKU-0500-394,2,32
2/4/2019,C_42-04,P_GTO-3272,5,SKU-0694-782,5,70
2/4/2019,C_42-05,P_EXQ-2747,1,SKU-0962-740,1,5
2/4/2019,C_42-05,P_EXQ-2747,2,SKU-0308-971,2,16
2/4/2019,C_42-05,P_EXQ-2747,3,SKU-0906-405,2,30
2/5/2019,C_52-01,P_URE-9389,1,SKU-0548-593,1,13
2/5/2019,C_52-01,P_URE-9389,2,SKU-0853-203,2,10
2/5/2019,C_52-02,P_WWD-5690,1,SKU-0736-155,5,60
2/5/2019,C_52-02,P_WWD-5690,2,SKU-0457-712,4,60
2/5/2019,C_52-02,P_WWD-5690,3,SKU-0417-285,3,39
2/5/2019,C_52-02,P_WWD-5690,4,SKU-0445-654,2,36
2/5/2019,C_52-02,P_WWD-5690,5,SKU-0951-781,1,5
2/5/2019,C_52-02,P_WWD-5690,6,SKU-0832-907,1,10
2/5/2019,C_52-02,P_WWD-5690,7,SKU-0186-202,6,114
2/5/2019,C_52-02,P_WWD-5690,8,SKU-0320-796,5,85
2/5/2019,C_52-03,P_EVD-1621,1,SKU-0787-303,2,22
2/5/2019,C_52-03,P_EVD-1621,2,SKU-0166-692,1,6
2/5/2019,C_52-03,P_EVD-1621,3,SKU-0898-377,2,34
2/5/2019,C_52-03,P_EVD-1621,4,SKU-0541-102,4,48
2/5/2019,C_52-04,P_KWK-9995,1,SKU-0168-648,4,48
2/5/2019,C_52-05,P_LRX-4242,1,SKU-0392-275,1,18
